,activity,start,end,type,user,travel_start,travel_end,case,cost
26856,confirm travel expense report,26.10.17 08:21,26.10.17 08:22,Employee,KB279,22.10.17,25.10.17,3027,
26857,decide on travel expense approval,26.10.17 13:59,26.10.17 14:02,Manager,MA6233,22.10.17,25.10.17,3027,
26858,send request for travel expense correction,26.10.17 14:02,26.10.17 14:03,,,22.10.17,25.10.17,3027,
26859,correct travel expense report,11.02.17 18:24,11.02.17 17:44,Employee,KB279,22.10.17,25.10.17,3027,
26860,decide on travel expense approval,11.03.17 12:59,11.03.17 13:03,Manager,MA6233,22.10.17,25.10.17,3027,
26861,send request for travel expense correction,11.03.17 13:03,11.03.17 13:05,,,22.10.17,25.10.17,3027,
26862,correct travel expense report,13.11.17 05:59,13.11.17 06:26,Employee,KB279,22.10.17,25.10.17,3027,
26863,decide on travel expense approval,13.11.17 12:59,13.11.17 13:03,Manager,MA6233,22.10.17,25.10.17,3027,
26864,send original documents to archive,27.11.17 05:59,27.11.17 06:19,Employee,KB279,22.10.17,25.10.17,3027,
26865,calculate payments,29.11.17 10:37,29.11.17 10:51,Accounting,GR7476,22.10.17,25.10.17,3027,
26866,pay expenses,12.04.17 11:15,12.04.17 11:27,Accounting,GR7476,22.10.17,25.10.17,3027,
26867,file travel request,04.10.17 06:59,04.10.17 07:13,Employee,NJ7824,11.05.17,13.05.17,3028,
26868,check if travel request needs preliminary price inquiry,04.10.17 07:13,04.10.17 07:14,,,11.05.17,13.05.17,3028,
26869,decide on approval requirements,04.10.17 07:14,04.10.17 07:14,,,11.05.17,13.05.17,3028,
26870,check if booking is necessary,17.04.17 09:11,17.04.17 09:13,Travel Department,WG5857,11.05.17,13.05.17,3028,
26871,check if expense documents exist,15.05.17 06:59,15.05.17 07:21,Employee,NJ7824,11.05.17,13.05.17,3028,
26872,file travel expense report,15.05.17 07:21,15.05.17 07:34,Employee,NJ7824,11.05.17,13.05.17,3028,
26873,confirm travel expense report,15.05.17 07:34,15.05.17 07:36,Employee,NJ7824,11.05.17,13.05.17,3028,
26874,decide on travel expense approval,15.05.17 14:03,15.05.17 14:07,Manager,MA6233,11.05.17,13.05.17,3028,
26875,send original documents to archive,29.05.17 06:59,29.05.17 07:22,Employee,NJ7824,11.05.17,13.05.17,3028,
26876,calculate payments,23.06.17 08:59,23.06.17 09:56,Accounting,WE5108,11.05.17,13.05.17,3028,
26877,pay expenses,07.12.17 13:00,07.12.17 13:12,Accounting,WE5108,11.05.17,13.05.17,3028,
26878,file travel request,04.10.17 06:59,04.10.17 07:15,Employee,AK7488,12.06.17,14.06.17,3029,
26879,check if travel request needs preliminary price inquiry,04.10.17 07:15,04.10.17 07:17,,,12.06.17,14.06.17,3029,
26880,decide on approval requirements,04.10.17 07:17,04.10.17 07:17,,,12.06.17,14.06.17,3029,
26881,check if booking is necessary,17.04.17 10:06,17.04.17 10:08,Travel Department,NV2279,12.06.17,14.06.17,3029,
26882,prepare booking proposal,25.04.17 11:43,25.04.17 12:10,Travel Department,NV2279,12.06.17,14.06.17,3029,
26883,send booking proposal to employee,05.02.17 13:26,05.02.17 13:28,Travel Department,NV2279,12.06.17,14.06.17,3029,
26884,check booking proposal,05.02.17 14:04,05.02.17 14:15,Employee,AK7488,12.06.17,14.06.17,3029,
26885,book travel,05.10.17 13:25,05.10.17 16:58,Travel Department,NV2279,12.06.17,14.06.17,3029,
26886,check if expense documents exist,20.06.17 09:36,20.06.17 10:06,Employee,AK7488,12.06.17,14.06.17,3029,
26887,upload travel expense documents,20.06.17 10:06,20.06.17 10:16,Employee,AK7488,12.06.17,14.06.17,3029,
26888,file travel expense report,20.06.17 10:16,20.06.17 10:29,Employee,AK7488,12.06.17,14.06.17,3029,
26889,confirm travel expense report,20.06.17 10:29,20.06.17 10:31,Employee,AK7488,12.06.17,14.06.17,3029,
26890,decide on travel expense approval,20.06.17 14:03,20.06.17 14:07,Manager,CN787,12.06.17,14.06.17,3029,
26891,send original documents to archive,07.04.17 17:02,07.04.17 17:42,Employee,AK7488,12.06.17,14.06.17,3029,
26892,calculate payments,07.05.17 09:09,07.05.17 09:31,Accounting,JH2172,12.06.17,14.06.17,3029,
26893,pay expenses,18.07.17 09:47,18.07.17 09:54,Accounting,JH2172,12.06.17,14.06.17,3029,
26894,file travel request,04.10.17 06:59,04.10.17 07:09,Employee,GV5943,01.05.17,04.05.17,3030,
26895,check if travel request needs preliminary price inquiry,04.10.17 07:09,04.10.17 07:10,,,01.05.17,04.05.17,3030,
26896,decide on approval requirements,04.10.17 07:10,04.10.17 07:12,,,01.05.17,04.05.17,3030,
26897,check if booking is necessary,17.04.17 09:03,17.04.17 09:08,Travel Department,JV9257,01.05.17,04.05.17,3030,
26898,check if expense documents exist,05.08.17 15:49,05.08.17 16:40,Employee,GV5943,01.05.17,04.05.17,3030,
26899,upload travel expense documents,05.08.17 16:40,05.08.17 16:53,Employee,GV5943,01.05.17,04.05.17,3030,
26900,file travel expense report,05.08.17 16:53,05.08.17 17:07,Employee,GV5943,01.05.17,04.05.17,3030,
26901,confirm travel expense report,05.08.17 17:07,05.08.17 17:10,Employee,GV5943,01.05.17,04.05.17,3030,
26902,decide on travel expense approval,05.09.17 13:59,05.09.17 14:04,Manager,OX4346,01.05.17,04.05.17,3030,
26903,send original documents to archive,22.05.17 06:59,22.05.17 07:22,Employee,GV5943,01.05.17,04.05.17,3030,
26904,calculate payments,06.02.17 08:59,06.02.17 09:21,Accounting,WE5108,01.05.17,04.05.17,3030,
26905,pay expenses,19.06.17 12:18,19.06.17 12:24,Accounting,WE5108,01.05.17,04.05.17,3030,
26906,file travel request,04.10.17 06:59,04.10.17 07:12,Employee,UD8289,20.05.17,22.05.17,3031,
26907,check if travel request needs preliminary price inquiry,04.10.17 07:12,04.10.17 07:13,,,20.05.17,22.05.17,3031,
26908,decide on approval requirements,04.10.17 07:13,04.10.17 07:13,,,20.05.17,22.05.17,3031,
26909,check if booking is necessary,17.04.17 09:09,17.04.17 09:12,Travel Department,KS9688,20.05.17,22.05.17,3031,
26910,check if expense documents exist,31.05.17 09:20,31.05.17 09:34,Employee,UD8289,20.05.17,22.05.17,3031,
26911,file travel expense report,31.05.17 09:34,31.05.17 09:48,Employee,UD8289,20.05.17,22.05.17,3031,
26912,confirm travel expense report,31.05.17 09:48,31.05.17 09:49,Employee,UD8289,20.05.17,22.05.17,3031,
26913,decide on travel expense approval,31.05.17 14:01,31.05.17 14:03,Manager,CV4719,20.05.17,22.05.17,3031,
26914,send request for travel expense correction,31.05.17 14:03,31.05.17 14:04,,,20.05.17,22.05.17,3031,
26915,correct travel expense report,31.05.17 22:21,31.05.17 23:03,Employee,UD8289,20.05.17,22.05.17,3031,
26916,decide on travel expense approval,06.01.17 13:59,06.01.17 14:05,Manager,CV4719,20.05.17,22.05.17,3031,
26917,send request for travel expense correction,06.01.17 14:05,06.01.17 14:07,,,20.05.17,22.05.17,3031,
26918,correct travel expense report,06.07.17 06:59,06.07.17 08:09,Employee,UD8289,20.05.17,22.05.17,3031,
26919,decide on travel expense approval,06.07.17 13:59,06.07.17 14:00,Manager,CV4719,20.05.17,22.05.17,3031,
26920,send original documents to archive,26.06.17 06:59,26.06.17 07:10,Employee,UD8289,20.05.17,22.05.17,3031,
26921,calculate payments,07.07.17 09:10,07.07.17 10:11,Accounting,JK6642,20.05.17,22.05.17,3031,
26922,pay expenses,25.07.17 08:59,25.07.17 09:05,Accounting,JK6642,20.05.17,22.05.17,3031,
26923,file travel request,04.10.17 06:59,04.10.17 07:15,Employee,WR9560,15.06.17,18.06.17,3032,
26924,check if travel request needs preliminary price inquiry,04.10.17 07:15,04.10.17 07:16,,,15.06.17,18.06.17,3032,
26925,decide on approval requirements,04.10.17 07:16,04.10.17 07:17,,,15.06.17,18.06.17,3032,
26926,check if booking is necessary,17.04.17 10:10,17.04.17 10:12,Travel Department,AW2532,15.06.17,18.06.17,3032,
26927,check if expense documents exist,26.06.17 18:34,26.06.17 19:06,Employee,WR9560,15.06.17,18.06.17,3032,
26928,upload travel expense documents,26.06.17 19:06,26.06.17 19:23,Employee,WR9560,15.06.17,18.06.17,3032,
26929,file travel expense report,26.06.17 19:23,26.06.17 19:37,Employee,WR9560,15.06.17,18.06.17,3032,
26930,confirm travel expense report,26.06.17 19:37,26.06.17 19:39,Employee,WR9560,15.06.17,18.06.17,3032,
26931,decide on travel expense approval,27.06.17 13:59,27.06.17 14:06,Manager,MA6233,15.06.17,18.06.17,3032,
26932,send original documents to archive,07.03.17 06:59,07.03.17 07:23,Employee,WR9560,15.06.17,18.06.17,3032,
26933,calculate payments,17.07.17 15:58,17.07.17 16:36,Accounting,VA7847,15.06.17,18.06.17,3032,
26934,pay expenses,08.07.17 09:39,08.07.17 09:48,Accounting,VA7847,15.06.17,18.06.17,3032,
26935,file travel request,04.10.17 06:59,04.10.17 07:23,Employee,CS2520,31.07.17,05.08.17,3033,
26936,check if travel request needs preliminary price inquiry,04.10.17 07:23,04.10.17 07:24,,,31.07.17,05.08.17,3033,
26937,decide on approval requirements,04.10.17 07:24,04.10.17 07:24,,,31.07.17,05.08.17,3033,
26938,check if booking is necessary,17.04.17 10:20,17.04.17 10:21,Travel Department,NV2279,31.07.17,05.08.17,3033,
26939,prepare booking proposal,25.04.17 12:10,25.04.17 13:12,Travel Department,NV2279,31.07.17,05.08.17,3033,
26940,send booking proposal to employee,05.02.17 13:32,05.02.17 13:34,Travel Department,NV2279,31.07.17,05.08.17,3033,
26941,check booking proposal,05.02.17 17:30,05.02.17 17:33,Employee,CS2520,31.07.17,05.08.17,3033,
26942,check if travel request is still needed and up to date,05.12.17 06:59,05.12.17 07:35,Employee,CS2520,31.07.17,05.08.17,3033,
26943,request update of the booking proposal,05.12.17 07:35,05.12.17 07:35,Employee,CS2520,31.07.17,05.08.17,3033,
26944,prepare booking proposal,19.05.17 13:33,19.05.17 14:30,Travel Department,NV2279,31.07.17,05.08.17,3033,
26945,send booking proposal to employee,29.05.17 14:05,29.05.17 14:08,Travel Department,NV2279,31.07.17,05.08.17,3033,
26946,check booking proposal,29.05.17 14:25,29.05.17 14:33,Employee,CS2520,31.07.17,05.08.17,3033,
26947,book travel,06.06.17 14:29,06.06.17 16:29,Travel Department,NV2279,31.07.17,05.08.17,3033,
26948,check if expense documents exist,08.10.17 13:34,08.10.17 14:09,Employee,CS2520,31.07.17,05.08.17,3033,
26949,file travel expense report,08.10.17 14:09,08.10.17 14:16,Employee,CS2520,31.07.17,05.08.17,3033,
26950,confirm travel expense report,08.10.17 14:16,08.10.17 14:16,Employee,CS2520,31.07.17,05.08.17,3033,
26951,decide on travel expense approval,08.10.17 14:16,08.10.17 14:23,Manager,TF7102,31.07.17,05.08.17,3033,
26952,send original documents to archive,17.08.17 06:59,17.08.17 07:19,Employee,CS2520,31.07.17,05.08.17,3033,
26953,calculate payments,14.09.17 08:59,14.09.17 09:10,Accounting,FQ3758,31.07.17,05.08.17,3033,
26954,pay expenses,22.09.17 12:10,22.09.17 12:20,Accounting,FQ3758,31.07.17,05.08.17,3033,
26955,file travel request,04.10.17 06:59,04.10.17 07:09,Employee,WK3041,04.05.17,06.05.17,3034,
26956,check if travel request needs preliminary price inquiry,04.10.17 07:09,04.10.17 07:11,,,04.05.17,06.05.17,3034,
26957,decide on approval requirements,04.10.17 07:11,04.10.17 07:11,,,04.05.17,06.05.17,3034,
26958,check if booking is necessary,17.04.17 08:59,17.04.17 09:03,Travel Department,AW2532,04.05.17,06.05.17,3034,
26959,check if expense documents exist,05.09.17 17:29,05.09.17 17:58,Employee,WK3041,04.05.17,06.05.17,3034,
26960,upload travel expense documents,05.09.17 17:58,05.09.17 18:01,Employee,WK3041,04.05.17,06.05.17,3034,
26961,file travel expense report,05.09.17 18:01,05.09.17 18:10,Employee,WK3041,04.05.17,06.05.17,3034,
26962,confirm travel expense report,05.09.17 18:10,05.09.17 18:11,Employee,WK3041,04.05.17,06.05.17,3034,
26963,decide on travel expense approval,05.10.17 13:59,05.10.17 14:03,Manager,MV9004,04.05.17,06.05.17,3034,
26964,send request for travel expense correction,05.10.17 14:03,05.10.17 14:03,,,04.05.17,06.05.17,3034,
26965,correct travel expense report,05.12.17 20:34,05.12.17 21:06,Employee,WK3041,04.05.17,06.05.17,3034,
26966,decide on travel expense approval,15.05.17 13:59,15.05.17 14:04,Manager,MV9004,04.05.17,06.05.17,3034,
26967,send request for travel expense correction,15.05.17 14:04,15.05.17 14:04,,,04.05.17,06.05.17,3034,
26968,correct travel expense report,22.05.17 20:52,22.05.17 21:22,Employee,WK3041,04.05.17,06.05.17,3034,
26969,decide on travel expense approval,23.05.17 13:59,23.05.17 14:03,Manager,MV9004,04.05.17,06.05.17,3034,
26970,calculate payments,06.09.17 09:15,06.09.17 10:12,Accounting,GR7476,04.05.17,06.05.17,3034,
26971,send original documents to archive,06.12.17 06:59,06.12.17 07:07,Employee,WK3041,04.05.17,06.05.17,3034,
26972,pay expenses,19.06.17 16:27,19.06.17 16:38,Accounting,GR7476,04.05.17,06.05.17,3034,
26973,file travel request,04.10.17 06:59,04.10.17 07:11,Employee,WH8424,29.05.17,01.06.17,3035,
26974,check if travel request needs preliminary price inquiry,04.10.17 07:11,04.10.17 07:13,,,29.05.17,01.06.17,3035,
26975,decide on approval requirements,04.10.17 07:13,04.10.17 07:14,,,29.05.17,01.06.17,3035,
26976,check if booking is necessary,17.04.17 09:10,17.04.17 09:12,Travel Department,AW2532,29.05.17,01.06.17,3035,
26977,prepare booking proposal,25.04.17 10:43,25.04.17 11:31,Travel Department,AW2532,29.05.17,01.06.17,3035,
26978,send booking proposal to employee,05.02.17 13:16,05.02.17 13:17,Travel Department,AW2532,29.05.17,01.06.17,3035,
26979,check booking proposal,05.02.17 16:12,05.02.17 16:14,Employee,WH8424,29.05.17,01.06.17,3035,
26980,book travel,05.10.17 15:14,05.10.17 17:15,Travel Department,AW2532,29.05.17,01.06.17,3035,
26981,check if expense documents exist,06.07.17 06:59,06.07.17 07:05,Employee,WH8424,29.05.17,01.06.17,3035,
26982,file travel expense report,06.07.17 07:05,06.07.17 07:12,Employee,WH8424,29.05.17,01.06.17,3035,
26983,confirm travel expense report,06.07.17 07:12,06.07.17 07:16,Employee,WH8424,29.05.17,01.06.17,3035,
26984,decide on travel expense approval,06.07.17 13:59,06.07.17 14:04,Manager,MV9004,29.05.17,01.06.17,3035,
26985,send request for travel expense correction,06.07.17 14:04,06.07.17 14:06,,,29.05.17,01.06.17,3035,
26986,correct travel expense report,15.06.17 09:41,15.06.17 10:15,Employee,WH8424,29.05.17,01.06.17,3035,
26987,decide on travel expense approval,15.06.17 14:02,15.06.17 14:08,Manager,MV9004,29.05.17,01.06.17,3035,
26988,send original documents to archive,30.06.17 06:59,30.06.17 07:33,Employee,WH8424,29.05.17,01.06.17,3035,
26989,calculate payments,19.07.17 16:33,19.07.17 16:47,Accounting,CX8911,29.05.17,01.06.17,3035,
26990,pay expenses,31.07.17 09:45,31.07.17 09:55,Accounting,CX8911,29.05.17,01.06.17,3035,
26991,file travel request,04.10.17 06:59,04.10.17 07:16,Employee,WI3223,02.07.17,04.07.17,3036,
26992,check if travel request needs preliminary price inquiry,04.10.17 07:16,04.10.17 07:17,,,02.07.17,04.07.17,3036,
26993,decide on approval requirements,04.10.17 07:17,04.10.17 07:18,,,02.07.17,04.07.17,3036,
26994,check if booking is necessary,17.04.17 10:12,17.04.17 10:13,Travel Department,JV9257,02.07.17,04.07.17,3036,
26995,check if expense documents exist,07.06.17 06:59,07.06.17 07:37,Employee,WI3223,02.07.17,04.07.17,3036,
26996,upload travel expense documents,07.06.17 07:37,07.06.17 07:49,Employee,WI3223,02.07.17,04.07.17,3036,
26997,file travel expense report,07.06.17 07:49,07.06.17 08:02,Employee,WI3223,02.07.17,04.07.17,3036,
26998,confirm travel expense report,07.06.17 08:02,07.06.17 08:03,Employee,WI3223,02.07.17,04.07.17,3036,
26999,decide on travel expense approval,07.06.17 13:59,07.06.17 14:04,Manager,YS1169,02.07.17,04.07.17,3036,
27000,send original documents to archive,07.10.17 09:50,07.10.17 09:58,Employee,WI3223,02.07.17,04.07.17,3036,
27001,calculate payments,20.07.17 16:44,20.07.17 17:30,Accounting,CX8911,02.07.17,04.07.17,3036,
27002,pay expenses,31.07.17 08:59,31.07.17 09:10,Accounting,CX8911,02.07.17,04.07.17,3036,
27003,file travel request,04.10.17 06:59,04.10.17 07:23,Employee,TY110,23.05.17,24.05.17,3037,
27004,check if travel request needs preliminary price inquiry,04.10.17 07:23,04.10.17 07:24,,,23.05.17,24.05.17,3037,
27005,decide on approval requirements,04.10.17 07:24,04.10.17 07:24,,,23.05.17,24.05.17,3037,
27006,check if booking is necessary,17.04.17 10:21,17.04.17 10:24,Travel Department,NV2279,23.05.17,24.05.17,3037,
27007,check if expense documents exist,29.05.17 06:59,29.05.17 07:38,Employee,TY110,23.05.17,24.05.17,3037,
27008,upload travel expense documents,29.05.17 07:38,29.05.17 07:53,Employee,TY110,23.05.17,24.05.17,3037,
27009,file travel expense report,29.05.17 07:53,29.05.17 08:10,Employee,TY110,23.05.17,24.05.17,3037,
27010,confirm travel expense report,29.05.17 08:10,29.05.17 08:11,Employee,TY110,23.05.17,24.05.17,3037,
27011,decide on travel expense approval,29.05.17 14:06,29.05.17 14:09,Manager,DY1868,23.05.17,24.05.17,3037,
27012,send original documents to archive,06.05.17 06:59,06.05.17 07:35,Employee,TY110,23.05.17,24.05.17,3037,
27013,calculate payments,19.06.17 09:39,19.06.17 10:13,Accounting,FQ3758,23.05.17,24.05.17,3037,
27014,pay expenses,07.06.17 09:09,07.06.17 09:15,Accounting,FQ3758,23.05.17,24.05.17,3037,
27015,file travel request,04.10.17 06:59,04.10.17 07:25,Employee,RF7139,18.07.17,19.07.17,3038,
27016,check if travel request needs preliminary price inquiry,04.10.17 07:25,04.10.17 07:26,,,18.07.17,19.07.17,3038,
27017,prepare booking proposal,17.04.17 10:33,17.04.17 11:34,Travel Department,NV2279,18.07.17,19.07.17,3038,
27018,send booking proposal to employee,25.04.17 13:04,25.04.17 13:07,Travel Department,NV2279,18.07.17,19.07.17,3038,
27019,check booking proposal,25.04.17 13:08,25.04.17 13:10,Employee,RF7139,18.07.17,19.07.17,3038,
27020,transform price inquiry to travel request,25.04.17 13:16,25.04.17 13:16,Employee,RF7139,18.07.17,19.07.17,3038,
27021,decide on request,25.04.17 13:16,25.04.17 13:20,Manager,MA6233,18.07.17,19.07.17,3038,
27022,decide on approval requirements,25.04.17 13:16,25.04.17 13:17,,,18.07.17,19.07.17,3038,
27023,check if booking is necessary,05.02.17 13:34,05.02.17 13:39,Travel Department,NV2279,18.07.17,19.07.17,3038,
27024,prepare booking proposal,05.10.17 12:17,05.10.17 13:19,Travel Department,NV2279,18.07.17,19.07.17,3038,
27025,send booking proposal to employee,17.05.17 15:14,17.05.17 15:20,Travel Department,NV2279,18.07.17,19.07.17,3038,
27026,check booking proposal,17.05.17 17:46,17.05.17 17:57,Employee,RF7139,18.07.17,19.07.17,3038,
27027,book travel,26.05.17 09:03,26.05.17 12:25,Travel Department,NV2279,18.07.17,19.07.17,3038,
27028,check if expense documents exist,26.07.17 06:59,26.07.17 07:43,Employee,RF7139,18.07.17,19.07.17,3038,
27029,file travel expense report,26.07.17 07:43,26.07.17 07:48,Employee,RF7139,18.07.17,19.07.17,3038,
27030,confirm travel expense report,26.07.17 07:48,26.07.17 07:49,Employee,RF7139,18.07.17,19.07.17,3038,
27031,decide on travel expense approval,26.07.17 13:59,26.07.17 14:01,Manager,MA6233,18.07.17,19.07.17,3038,
27032,send original documents to archive,08.09.17 06:59,08.09.17 07:49,Employee,RF7139,18.07.17,19.07.17,3038,
